ia1,ia2,winner,moves
ia_kusiak.pl,ia_manchot.pl,ia_kusiak.pl,19
ia_kusiak.pl,ia_random.pl,ia_kusiak.pl,7
ia_manchot.pl,ia_kusiak.pl,ia_manchot.pl,19
ia_manchot.pl,ia_random.pl,ia_manchot.pl,7
ia_random.pl,ia_kusiak.pl,ia_kusiak.pl,8
ia_random.pl,ia_manchot.pl,ia_manchot.pl,10
